,mileage,Bluetooth,Backup Camera,Infotainment,Screen,Navigation,Hands Free Calling,Heated Seats,Power Seat Controls,Rear Air Vents,Bed Liner,Tow Hitch,4-Cyl,3-Cyl,V6,V8,6-Cyl,city_mpg,highway_mpg,price,year,model_cat,details_cat,make_cat
687,45828,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,23,30,24990,2018,405,558,14
688,49630,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,30,39,18990,2019,442,376,38
689,53105,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,28,39,23990,2019,83,383,38
690,64331,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,31,18990,2016,138,530,10
691,98453,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,25,24990,2017,196,414,17
692,9687,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,36,22990,2017,368,547,14
693,29364,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23590,2016,202,249,22
694,68680,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,39,17990,2013,92,404,13
695,27754,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,40,21990,2019,159,407,18
696,7884,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,29,40,24990,2021,159,274,18
697,46666,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,41,19990,2015,237,782,24
698,58932,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,31,18590,2016,322,629,17
699,48223,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,20,30,24990,2013,119,262,25
700,63361,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,36,22990,2016,11,136,3
701,27530,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,25,33,21590,2016,410,705,14
702,70134,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,17990,2013,125,547,10
703,67162,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,21,28,24990,2015,261,563,28
704,55266,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,27,37,18590,2014,156,547,10
705,80534,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,20,31,24990,2015,18,169,3
706,40133,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,31,40,24990,2018,92,274,13
707,33034,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,26,38,17990,2012,111,398,6
708,17931,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,23990,2020,102,383,38
709,84325,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,17,25,23990,2018,195,330,8
710,30404,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,27,36,24990,2016,245,245,24
711,38500,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,26,35,24990,2018,239,690,24
712,43206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26590,2018,82,391,6
713,94068,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25,34,18990,2013,151,778,34
714,62744,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,22,34,19590,2016,164,547,10
715,50222,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,27,38,19990,2015,43,73,28
716,2267,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,19,23,26590,2018,163,537,28
717,18397,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,22,34,19990,2015,164,547,10
718,43259,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16590,2015,156,547,10
719,31631,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18990,2018,156,547,10
720,85867,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,21,30,23990,2018,91,422,17
721,45000,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,22,34,19590,2016,164,547,10
722,65700,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,16590,2019,153,547,10
723,34861,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,25,32,24990,2017,328,563,28
724,62665,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,21,30,18590,2013,405,325,14
725,37742,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,27,33,20990,2016,410,705,14
726,62050,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,20,29,20590,2012,384,778,0
727,73233,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,20,29,23990,2015,33,44,2
728,51242,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,39,16990,2018,415,605,28
729,34164,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,21,28,23590,2014,377,274,18
730,23514,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,21990,2018,248,387,6
731,61883,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,17,25,24990,2018,195,330,8
732,53079,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,39,17990,2019,416,605,28
733,34935,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,23,31,21990,2018,127,778,14
734,73254,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,15,21,28590,2014,148,762,10
735,63960,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,15,21,51990,2020,445,578,11
736,34931,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,25,36,22990,2016,206,778,0
737,52151,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,38,16990,2015,111,20,6
738,19062,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,38,20590,2016,102,383,38
739,50695,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,26,37,22990,2018,43,74,28
740,60968,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,42590,2015,360,350,6
741,62560,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,31,39,16990,2019,415,605,28
742,25667,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,28,40,24990,2016,239,780,24
743,11432,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,28,23590,2013,82,387,6
744,39648,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,19590,2019,351,530,28
745,26659,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,23,34,22990,2018,164,547,10
746,45727,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,31,21990,2018,373,0,18
747,53491,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,25,33,18990,2015,130,246,4
748,36215,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,38,18590,2016,126,547,14
749,47346,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,19990,2013,125,547,10
750,32917,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,24,35,22990,2015,206,778,0
751,81782,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18990,2017,322,629,17
752,37144,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22590,2018,322,418,17
753,84127,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,18,25,24990,2014,118,616,8
754,31274,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,34,19590,2018,156,556,10
755,16779,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,28,22990,2012,245,690,24
756,32769,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,17,22,20990,2011,304,778,0
757,51912,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,35,16990,2013,154,778,13
758,52917,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,25,35,18990,2016,193,675,39
759,48508,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,36,21590,2018,248,391,6
760,93258,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,18,26,22590,2015,125,687,10
761,61883,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,15,21,49990,2020,445,578,11
762,75208,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,22,34,17990,2013,268,613,18
763,32688,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,29,22990,2019,138,530,10
764,69946,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,26,33,21990,2018,326,605,28
765,61414,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,18,26,21990,2013,229,442,15
766,38537,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,20990,2020,442,376,38
767,24700,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17590,2016,221,605,28
768,62387,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,21,29,20990,2019,138,530,10
769,65901,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,26,33,22590,2018,326,605,28
770,70586,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,31,18590,2013,183,346,39
771,21226,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,18,28,23990,2014,224,421,4
772,10716,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,23,31,20990,2015,373,0,18
773,39840,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,23,36,18590,2014,164,547,10
774,27527,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,23,34,22990,2018,164,547,10
775,28258,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,40,17990,2016,416,542,28
776,83050,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,43,41,20990,2019,164,551,10
777,14899,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,35,24990,2017,1,244,9
778,42804,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,18,27,20990,2016,392,547,10
779,25068,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,30,22590,2019,272,268,27
780,20271,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,33,20990,2018,21,473,9
781,48456,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,24990,2018,100,418,17
782,45384,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,19,25,22990,2019,217,547,8
783,86948,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,29,21990,2017,322,703,17
784,59717,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,21,28,24990,2018,261,605,28
785,61488,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,21,28,18990,2016,377,404,18
786,68069,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,28,37,18990,2017,237,690,24
787,28008,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,24,34,25990,2017,192,540,39
788,90603,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,21,28,21590,2016,261,530,28
789,35204,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,26,33,22590,2015,202,249,22
790,43421,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,31,41,16590,2016,153,547,10
791,51337,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,27,36,18590,2014,102,376,38
792,58019,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,27,25990,2018,418,726,35
793,45968,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17990,2016,115,617,8
794,45409,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,25,35,18990,2014,83,383,38
795,64391,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,17,26,24990,2018,125,556,10
796,69073,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,23,31,20990,2014,69,274,13
797,82784,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,21,26,19990,2016,372,404,18
798,52617,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,36,19990,2018,248,391,6
799,49966,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,34,28990,2019,301,383,38
800,49052,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,20,26,22990,2015,412,383,38
801,56225,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,21,28,18990,2014,405,547,14
802,40535,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,16990,2011,201,247,22
803,36936,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,37,17990,2018,159,404,18
804,70500,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,30,18990,2013,69,404,13
805,81359,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,17,25,19990,2016,400,690,7
806,57722,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,28,40,22990,2015,239,780,24
807,43862,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,38,20590,2018,237,629,24
808,37681,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,17,25,23990,2016,217,496,8
809,57936,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,22,26,36990,2019,204,755,38
810,55040,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,31,24990,2018,100,418,17
811,66186,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,21,28,27990,2020,125,556,10
812,20406,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,38,18990,2021,375,20,6
813,72329,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,20,29,23990,2015,290,126,15
814,48600,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,16,22,48990,2020,360,400,6
815,48296,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,28,40,21590,2016,239,781,24
816,26207,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24590,2018,417,391,6
817,93830,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,19,26,15990,2014,217,547,8
818,60399,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20990,2017,417,391,6
819,72006,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,39,17990,2016,43,71,28
820,44547,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,15,23,31990,2015,89,498,8
821,45492,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,33,42,17590,2016,454,778,34
822,44945,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,20590,2018,102,383,38
823,46192,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,28,37,19990,2017,126,422,14
824,56224,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,26,27590,2018,196,413,17
825,46377,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,30,39,19990,2014,92,276,13
826,21054,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,37,22590,2018,211,58,35
827,81960,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,15,22,27990,2015,6,201,31
828,58941,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,17990,2014,92,404,13
829,78950,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,24,32,21990,2017,192,540,39
830,62087,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,21,31,22990,2017,394,574,11
831,30719,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,21,26,28590,2020,372,404,18
832,34200,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,29,34,24990,2019,75,690,24
833,63379,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,26,38,16990,2016,112,20,6
834,83175,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,26,33,17990,2015,326,530,28
835,34543,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,23,36,18590,2016,9,422,7
836,59360,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17590,2013,392,422,10
837,5180,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,39,19990,2019,415,605,28
838,15544,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,30,19590,2014,210,387,6
839,81120,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,16,22,42590,2016,391,398,6
840,46216,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,20,30,26590,2015,74,24,5
841,13508,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,21990,2018,159,530,18
842,74838,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,23,34,19590,2017,278,11,39
843,35877,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,29,38,19590,2015,102,383,38
844,55987,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20590,2015,322,418,17
845,57322,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19,28,23990,2016,262,718,10
846,69145,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,29,18590,2012,53,77,39
847,53048,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,25,30,22990,2018,271,547,27
848,31119,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19,25,24990,2019,217,547,8
849,39276,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,28,39,18590,2016,214,4,39
850,19614,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,25,33,23990,2017,130,641,4
851,27159,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,36,23590,2019,154,274,13
852,33532,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,37,17990,2019,153,547,10
853,53346,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,26,33,23990,2015,69,274,13
854,25865,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,23,34,23990,2019,164,547,10
855,30792,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,20,27,32590,2020,280,605,28
856,41136,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,32,42,23590,2017,92,280,13
857,59304,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,25,35,18990,2013,83,755,38
858,12952,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,44,47,37590,2021,84,769,38
859,64286,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,23,35,22590,2015,11,137,3
860,33479,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,32,20590,2018,164,530,10
861,83802,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,29,38,16990,2015,102,386,38
862,45738,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,38,17990,2016,351,530,28
863,21034,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,29,18990,2014,214,30,39
864,61196,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,34,19590,2016,404,398,6
865,36426,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,38,18990,2017,126,547,14
866,40623,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,26,27990,2017,196,413,17
867,26289,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,22,31,24990,2019,100,629,17
868,30481,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,24990,2019,450,550,39
869,63580,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,26,35,19590,2015,237,783,24
870,9696,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,18,25,39990,2019,323,511,13
871,92607,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,39,16990,2017,43,72,28
872,82215,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,22,30,17990,2017,21,704,9
873,69799,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,23,31,17990,2014,457,346,34
874,55945,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,24,34,17990,2014,278,11,39
875,15336,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,25,29,41590,2020,423,785,3
876,75439,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,32,15590,2013,213,530,28
877,41713,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,25,34,25990,2015,57,209,25
878,70679,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,22,30,20990,2013,69,276,13
879,28573,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,19990,2019,351,530,28
880,52478,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,17,28,23990,2013,439,483,5
881,35443,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,37,21990,2019,126,556,14
882,23029,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,33,40,23590,2019,154,629,13
883,18152,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,34,24590,2017,239,629,24
884,67121,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,15,21,34590,2019,363,394,6
885,55676,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,34,17990,2012,40,404,13
886,46990,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,32,19990,2019,127,778,14
887,76406,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,40,39,23990,2014,122,269,20
888,77083,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,31,40,22990,2018,92,274,13
889,70782,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,39,15990,2018,415,605,28
890,65216,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,24,35,19990,2014,206,28,0
891,59766,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19,30,21990,2014,262,719,10
892,25217,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24,34,18590,2018,156,547,10
893,64626,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,29,40,17990,2018,111,391,6
894,56834,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,22,27,19990,2016,281,349,17
895,19119,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,38,18590,2016,112,20,6
896,74913,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,21,31,21590,2015,48,755,38
897,44353,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,41,17990,2014,237,782,24
898,82558,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,30,15990,2015,373,778,18
899,60141,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,25,35,19590,2014,83,547,38
900,32465,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29,40,18990,2018,111,387,6
901,18400,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,33990,2021,402,507,6
902,59577,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,18990,2019,111,387,6
903,19276,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,33,23990,2019,220,547,14
904,88577,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,20,31,21990,2014,306,778,0
905,10573,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,24,30,20590,2016,373,778,18
906,74147,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,51,48,18990,2013,283,709,38
907,43662,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,20,27,24990,2016,271,330,27
908,15360,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,15,21,45990,2020,5,200,31
909,18226,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20990,2018,374,1,18
910,35914,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,17590,2017,415,530,28
911,10009,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,33,40,22990,2018,154,274,13
912,64999,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,25990,2019,100,703,17
913,51042,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21,28,19990,2010,245,690,24
914,34212,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17590,2016,450,550,39
915,49672,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24,31,16990,2014,272,268,27
916,32025,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,31,40,23590,2018,92,280,13
917,99803,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,24,30,19990,2014,270,88,35
918,94855,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,16990,2016,164,547,10
919,15152,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,36,23590,2016,226,87,35
920,70431,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,25,36,19990,2015,334,653,40
921,92177,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,18,25,21990,2017,345,547,14
922,1411,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,35,41,20590,2021,257,268,27
923,43628,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,26,33,21990,2015,203,249,22
924,30237,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,32,42,23990,2018,92,280,13
925,39128,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,22,28,21990,2010,245,629,24
926,41576,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,33,21990,2018,130,477,4
927,10478,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,31,36,24990,2020,154,274,13
928,49492,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,20,28,22990,2013,304,778,0
929,54328,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,21,31,22990,2014,48,759,38
930,70427,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,30,38,21990,2019,92,404,13
931,35222,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,18,28,23990,2014,224,485,4
932,61204,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25,36,15590,2016,112,387,6
933,9981,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,31,23990,2020,404,387,6
934,76459,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,21,30,22990,2017,251,530,28
935,16930,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,31,20990,2016,373,1,18
936,32683,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,27,38,21990,2018,43,71,28
937,61447,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,26,33,22990,2019,326,530,28
938,28305,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,25,33,19990,2018,404,387,6
939,48969,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24,30,21990,2019,272,547,27
940,63446,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,34,17990,2019,371,480,6
941,84495,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,16990,2014,92,404,13
942,64551,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,19590,2019,102,383,38
943,31061,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,28,20990,2014,245,629,24
944,80644,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,23,34,18990,2015,421,784,3
945,48409,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,24,36,27590,2017,65,224,25
946,64161,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,25,32,23990,2018,326,563,28
947,72267,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,25,35,19990,2017,191,679,39
