,mileage,Bluetooth,Backup Camera,Infotainment,Screen,Navigation,Hands Free Calling,Heated Seats,Power Seat Controls,Rear Air Vents,Bed Liner,Tow Hitch,4-Cyl,3-Cyl,V6,V8,6-Cyl,city_mpg,highway_mpg,price,year,model_cat,details_cat,make_cat
0,57543,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,37,19990,2016,43,74,28
1,51210,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,36,16990,2011,92,404,13
2,19216,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,26,38,21990,2016,156,687,10
3,54167,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,24,34,17590,2014,278,16,39
4,11168,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23,29,23990,2021,124,530,10
5,62637,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,21,28,19590,2014,405,422,14
6,21995,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,38,18990,2016,351,605,28
7,45542,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,19,30,22990,2014,82,391,6
8,85965,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,31,22990,2018,199,274,13
9,22888,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,25,36,21990,2017,368,629,14
10,41746,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27,35,15990,2016,153,547,10
11,41428,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,18590,2013,92,404,13
12,55664,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,31,17590,2016,21,282,9
13,66346,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,30,18990,2019,373,1,18
14,87700,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,16990,2014,92,404,13
15,75145,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,29,38,17590,2017,111,391,6
16,49060,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14990,2015,376,98,6
17,51846,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,19590,2019,351,530,28
18,42963,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,29,36,20990,2017,154,274,13
19,73823,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,25,32,19990,2018,328,530,28
20,38971,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,23,35,24990,2016,11,137,3
21,42499,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,15,22,24990,2016,403,387,6
22,24800,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,22990,2017,92,405,13
23,50757,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,18,27,24990,2017,262,718,10
24,73378,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,28,39,24590,2018,83,547,38
25,31634,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,29,36,24590,2020,248,391,6
26,3750,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,34,24990,2019,75,778,24
27,51318,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,18,28,22990,2014,439,778,5
28,28829,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,31,42,24990,2018,92,280,13
29,7250,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,39,24990,2020,351,605,28
30,62706,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,28,39,23590,2019,43,71,28
31,76249,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,20,29,24590,2016,288,487,2
32,6969,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,33,24590,2019,268,404,18
33,70822,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,28,39,22990,2018,83,383,38
34,50945,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,36,23990,2017,92,629,13
35,32089,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,32,24990,2020,268,404,18
36,2850,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,32,40,22990,2021,415,530,28
37,48249,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19990,2015,453,778,3
38,47156,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,20590,2015,334,654,40
39,92137,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,21,28,23990,2014,196,422,17
40,28332,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,32,42,24590,2019,103,547,38
41,22968,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,24990,2021,102,383,38
42,11024,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,38,24990,2021,102,383,38
43,33900,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,21990,2017,392,556,10
44,55786,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,25,32,21990,2018,328,605,28
45,21437,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,17590,2017,324,404,18
46,48509,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,40,15990,2016,415,542,28
47,45923,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,23,30,21990,2018,138,547,10
48,88279,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,23,34,16990,2012,40,274,13
49,82200,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,21990,2014,74,119,5
50,68547,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,22,29,24990,2019,372,404,18
51,34056,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,25,36,18590,2015,248,387,6
52,33825,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,36,19990,2015,248,391,6
53,52724,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,39,18590,2019,415,605,28
54,90692,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,26,32,21990,2017,158,89,35
55,26232,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,25,32,21990,2017,328,530,28
56,24242,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,40,18990,2017,111,387,6
57,49018,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,30,21590,2019,272,268,27
58,77832,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,18,27,18990,2014,13,129,7
59,50389,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,28,17990,2015,238,690,24
60,47653,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,21990,2013,40,276,13
61,50460,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,19,25,24990,2018,91,420,17
62,68032,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,28,40,20990,2016,239,780,24
63,60467,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,26,38,20990,2016,239,782,24
64,94743,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,21,30,23990,2012,207,361,20
65,63959,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,23990,2015,33,44,2
66,31682,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,19990,2015,92,547,13
67,35443,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,23990,2018,322,418,17
68,61867,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,18590,2017,102,383,38
69,80355,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,26,33,20590,2017,326,605,28
70,33860,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,18,27,23990,2018,392,556,10
71,39808,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,19,26,20590,2016,217,615,8
72,48396,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,40,21990,2018,92,404,13
73,81790,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,32,17990,2016,213,605,28
74,21769,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,32,42,24990,2019,103,547,38
75,60215,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,23,34,20990,2017,278,11,39
76,49447,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,38,17990,2015,43,71,28
77,31963,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,24,32,21590,2013,214,39,39
78,58449,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,28,38,19590,2019,111,391,6
79,50942,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,25,32,23590,2018,326,530,28
80,51335,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,21,31,24990,2015,122,270,20
81,52922,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,40,13990,2015,19,473,9
82,52304,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,30,19990,2017,404,391,6
83,34063,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,32,23990,2016,153,601,10
84,74371,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,40,13990,2016,19,282,9
85,30624,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,25,35,22590,2015,83,769,38
86,81012,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,38,16590,2017,126,547,14
87,44600,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,31,40,22990,2017,92,274,13
88,64511,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,34,22990,2017,40,629,13
89,34827,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,22,26,19990,2017,281,629,17
90,27121,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,35,23590,2019,368,547,14
91,48544,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,25,32,23590,2019,328,530,28
92,10029,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,30,39,22990,2014,92,276,13
93,50972,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,20990,2017,281,349,17
94,34904,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,23,30,24990,2017,301,383,38
95,15587,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,27,35,24990,2018,202,247,22
96,20093,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,25,34,24990,2016,53,13,39
97,79126,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,19,25,24990,2014,204,386,38
98,94914,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,19,27,17990,2010,122,270,20
99,80858,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,22,31,19990,2015,91,418,17
100,24190,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,28,40,24590,2016,239,782,24
101,94806,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,28,16990,2010,301,778,38
102,20584,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,24990,2017,209,391,6
103,64514,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,20,28,22590,2014,304,778,0
104,36740,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,26,33,22990,2018,326,530,28
105,32120,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,35,16990,2017,351,530,28
106,51107,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,30,21590,2018,271,547,27
107,54638,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,36,17990,2017,126,547,14
108,82865,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,22,31,19990,2016,91,418,17
109,18798,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,41,21990,2020,126,547,14
110,43621,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26,36,18990,2015,156,547,10
111,70662,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,29,36,20990,2019,248,391,6
112,75574,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,36,18990,2017,248,391,6
113,47351,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,24990,2016,262,718,10
114,56884,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,40,20590,2020,126,556,14
115,69833,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,40,18990,2019,214,3,39
116,56571,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,39,16990,2019,415,605,28
117,11362,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,19990,2019,351,530,28
118,63549,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,30,16990,2010,405,325,14
119,12478,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,31,24990,2021,404,387,6
120,45875,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,20990,2015,40,404,13
121,32180,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24990,2019,221,605,28
122,20302,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,19990,2013,201,247,22
123,35265,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,21,32,21990,2018,164,547,10
124,24979,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,27,36,23990,2017,237,339,24
125,90073,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,18590,2013,125,556,10
126,39239,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,29,17990,2014,214,30,39
127,76834,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,16,25,20990,2011,90,496,8
128,59388,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,38,18590,2014,201,249,22
129,44378,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22990,2018,417,391,6
130,48427,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19,25,22990,2018,217,547,8
131,65934,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,20,30,22990,2015,125,687,10
132,48310,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,27,33,17990,2012,154,629,13
133,52478,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,34,17990,2017,225,268,27
134,45458,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,24,31,18990,2016,373,1,18
135,46588,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,18590,2015,92,404,13
136,22131,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,36,22990,2019,219,530,28
137,17402,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,26,35,24990,2019,237,477,24
138,38757,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23990,2018,322,418,17
139,78191,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,19590,2017,92,404,13
140,66161,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,25,32,22990,2019,326,530,28
141,57198,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,20,29,23590,2019,164,547,10
142,53075,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,32,20590,2018,164,530,10
143,74767,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,18990,2019,111,387,6
144,37126,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16990,2016,221,546,28
145,94755,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20,26,18990,2013,280,605,28
146,37569,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,29,38,18990,2017,126,547,14
147,69648,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21,28,17990,2010,69,274,13
148,46261,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,25,37,18990,2016,268,404,18
149,45860,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,28,37,20990,2017,237,690,24
150,64590,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,17,24,20590,2012,342,778,5
151,35764,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,19990,2015,92,404,13
152,64293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,29,18990,2013,214,30,39
153,58840,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,21,31,24990,2017,224,289,4
154,37711,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,27,36,20590,2017,248,387,6
155,26297,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,21,31,22990,2019,164,530,10
156,40270,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,25,36,24990,2017,1,187,9
157,58955,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,38,21990,2018,43,75,28
158,90298,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,26,35,19590,2015,40,629,13
159,78000,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,36,18990,2018,368,547,14
160,30975,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,22990,2018,105,778,38
161,60678,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,22,27,19990,2016,281,349,17
162,28891,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,21,28,21590,2011,69,276,13
163,79212,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,18,26,23990,2016,125,687,10
164,31325,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23,31,27590,2012,387,492,2
165,61821,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,38,20590,2018,43,71,28
166,27429,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,29,38,17990,2016,351,605,28
167,47019,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,34,21590,2018,268,404,18
168,66720,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19,26,27590,2018,196,413,17
169,47741,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,37,17590,2018,324,404,18
170,34836,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,18990,2018,351,530,28
171,70920,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,23,30,25990,2018,301,755,38
172,45268,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,24,34,21590,2018,268,404,18
173,84914,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,20,31,22990,2014,306,778,0
174,42525,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,25,36,18590,2014,248,391,6
175,57480,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,20990,2018,248,387,6
176,76487,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,17,24,21990,2014,129,421,4
177,43710,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,34,21590,2018,268,404,18
178,33426,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,39,21990,2017,43,74,28
179,26638,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,17,27,21990,2013,224,421,4
180,24422,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,43,39,22990,2015,83,353,38
181,9185,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,34,19990,2013,102,383,38
182,28937,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,26,33,24990,2018,53,47,39
183,50684,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,26990,2020,372,404,18
184,32797,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,28,35,24590,2016,199,276,13
185,34779,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,23,36,20590,2015,9,93,7
186,54543,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,22,29,24990,2017,132,289,4
187,84051,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,37,16990,2018,351,605,28
188,6974,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,38,19990,2021,375,387,6
189,72515,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,26,27590,2018,196,413,17
190,23497,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23990,2018,221,605,28
191,47185,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27,36,18990,2015,102,376,38
192,30441,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24590,2018,417,391,6
193,33551,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,19,31,20990,2012,13,422,7
194,28174,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,40,22990,2021,159,407,18
195,70821,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,17590,2013,92,404,13
196,52069,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,20,28,23990,2013,304,778,0
197,41837,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,26,38,17990,2016,156,687,10
198,44694,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,40,23990,2018,92,275,13
199,53598,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,21,27,34590,2020,37,578,11
200,66704,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29,38,15590,2019,375,387,6
201,29270,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,24,33590,2019,142,761,10
202,64351,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,32,42,22990,2017,92,276,13
203,88198,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,24,30,20990,2016,77,690,24
204,87678,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,21,31,22590,2016,48,755,38
205,69515,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,27,38,19590,2018,43,71,28
206,8453,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,25,34,19590,2017,161,404,18
207,18682,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,26990,2019,40,404,13
208,57970,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,21,30,24990,2019,91,420,17
209,49063,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,20,27,21590,2015,280,530,28
210,40753,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,23,34,21990,2019,164,547,10
211,24109,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,25,36,22990,2014,224,421,4
212,21779,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28,36,22590,2019,102,383,38
213,15344,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,36,24990,2020,219,605,28
214,39818,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,25,36,21990,2018,278,47,39
215,26172,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,31,22990,2021,373,404,18
216,73346,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,21,31,23590,2013,48,759,38
217,63648,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,18990,2014,125,547,10
218,58893,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,25,33,17990,2017,404,387,6
219,100844,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,17,21,34590,2016,17,422,38
220,62578,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,34,19590,2018,268,404,18
221,41476,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,20,27,21590,2015,372,404,18
222,100081,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,25,35,17990,2016,83,547,38
223,23542,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,33,41,19590,2020,39,547,14
224,59050,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,24,35,18990,2015,368,629,14
225,54327,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,37,19990,2016,248,391,6
226,23152,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,32,20990,2019,19,473,9
227,48378,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,38,15990,2017,375,387,6
228,26522,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22990,2018,322,418,17
229,70936,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23,31,18990,2014,69,404,13
230,71121,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,15,21,28590,2015,140,761,10
231,13745,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,37,20590,2018,126,556,14
232,65535,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,17,25,27990,2017,6,583,31
233,74045,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,29,37,18590,2014,216,33,39
234,60646,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,15,22,30990,2015,5,432,31
235,8778,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,19990,2020,415,530,28
236,79922,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,34,16590,2013,248,387,6
237,39548,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,18590,2014,102,376,38
238,20415,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,34,17590,2015,160,274,18
239,39556,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,24,33,21990,2018,191,677,39
240,63500,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,23,35,22590,2015,11,138,3
241,21140,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28,36,21590,2018,102,383,38
242,53724,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,39,19990,2015,92,274,13
243,61741,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,14990,2016,153,547,10
244,38496,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,26,35,22990,2017,237,691,24
245,62531,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,16,21,23990,2012,240,778,0
246,63880,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,25,30590,2016,262,330,10
247,74585,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,21,31,22990,2013,122,270,20
248,79528,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,20,28,24990,2015,289,44,2
249,42704,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,19,25,23590,2019,217,547,8
250,28770,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,37,21990,2018,237,629,24
251,70865,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,19990,2017,322,418,17
252,54381,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,25,28990,2018,196,414,17
253,20215,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,36,24590,2019,248,387,6
254,65218,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,14,21,50990,2019,380,391,6
255,93957,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,32,16990,2015,213,530,28
256,79817,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,23590,2014,142,761,10
257,35993,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,20,29,22590,2016,51,778,14
258,60989,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,29,38,17990,2015,102,383,38
259,13702,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,32,40,20990,2019,442,383,38
260,56127,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,39,18990,2017,43,71,28
