,model,details,mileage,Bluetooth,Backup Camera,Infotainment,Screen,Navigation,Hands Free Calling,Heated Seats,Power Seat Controls,Rear Air Vents,Bed Liner,Tow Hitch,4-Cyl,3-Cyl,V6,V8,6-Cyl,city_mpg,highway_mpg,price,year,make
1804,Cherokee,Limited,41280,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,21,30,27590,2018,Jeep
1805,GR Supra,3.0 Premium,6299,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,22,30,58590,2021,Toyota
1806,A7,Premium Plus,59077,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,18,28,35988,2014,Audi
1807,Giulia,base,36676,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,24,33,29590,2018,Alfa
1808,Accord Hybrid,EX-L,16439,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,48,47,35590,2020,Honda
1809,Silverado 1500 Crew Cab,Custom 5 3/4 ft,5045,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,16,21,42990,2021,Chevrolet
1810,Colorado Extended Cab,LT 6 ft,10556,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34990,2020,Chevrolet
1811,Traverse,LT,92124,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,18,27,33450,2019,Chevrolet
1812,Charger,SXT Plus,34019,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,19,30,30590,2018,Dodge
1813,Edge,Sport,63191,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,17,24,26590,2015,Ford
1814,RAV4,XLE,61176,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,28,26590,2018,Toyota
1815,Silverado 1500 Crew Cab,RST 5 3/4 ft,23762,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,51610,2020,Chevrolet
1816,Grand Caravan Passenger,GT,60825,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,17,25,27590,2020,Dodge
1817,Challenger,SXT,21577,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19,30,30590,2018,Dodge
1818,Corolla,SE,5466,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,31,40,26590,2021,Toyota
1819,GLA,GLA 250,26098,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,24,33,33990,2019,Mercedes-Benz
1820,Accord,Sport,20010,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,29,35,30590,2019,Honda
1821,BRZ,Limited,2169,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,21,29,32590,2019,Subaru
1822,RX,RX 450hL,2638,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,29,28,60990,2021,Lexus
1823,RDX,base,52077,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,20,28,29590,2017,Acura
1824,E-Class,E 400,45069,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,20,29,39590,2016,Mercedes-Benz
1825,CLA,CLA 250 4MATIC,70101,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,24,32,27287,2018,Mercedes-Benz
1826,Insight,Touring,37764,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,51,45,30590,2020,Honda
1827,Armada,SL,40224,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,14,19,43990,2019,Nissan
1828,Mercedes-AMG C-Class,C 43 AMG,47397,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,20,27,49498,2018,Mercedes-Benz
1829,Q3,45 TFSI S line Premium,17320,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,20,28,43990,2021,Audi
1830,7 Series,750i,70868,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,17,25,28998,2014,BMW
1831,Expedition MAX,Limited,70796,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,16,21,53485,2018,Ford
1832,GLE,GLE 350 4MATIC,47769,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,19,26,58990,2020,Mercedes-Benz
1833,CX-5,Sport,22894,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,31,27590,2019,Mazda
1834,Tacoma Double Cab,TRD Off-Road 5 ft,46912,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,18,22,41590,2019,Toyota
1835,Camry,XSE,20160,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,38,34590,2020,Toyota
1836,ES,ES 350 F Sport,19267,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,22,31,41990,2019,Lexus
1837,Cherokee,Latitude,10177,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,22,31,29590,2021,Jeep
1838,Mustang,GT Premium,13427,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,15,25,36590,2017,Ford
1839,SQ5,Premium Plus,52453,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,19,24,48498,2018,Audi
1840,Forester,Sport,10820,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,26,33,35990,2019,Subaru
1841,Yukon,Denali,62758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,23,57498,2018,GMC
1842,MDX,base,86981,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,19,27,26590,2016,Acura
1843,Jetta GLI,S,14685,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,25,32,29590,2019,Volkswagen
1844,Range Rover,Autobiography,75810,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,13,19,55498,2014,Land
1845,X1,xDrive28i,29500,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,22,32,28990,2016,BMW
1846,1500 Crew Cab,Lone Star 5 1/2 ft,28004,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,15,22,41990,2020,Ram
1847,IS,IS 300,31659,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,22,32,32990,2018,Lexus
1848,Compass,Latitude,32030,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22,31,26990,2019,Jeep
1849,Armada,SL,74883,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,14,19,36990,2018,Nissan
1850,E-Class,E 350,54967,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,20,29,27988,2016,Mercedes-Benz
1851,LaCrosse,Premium I,21864,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,18,28,25990,2016,Buick
1852,Grand Cherokee,Laredo,78961,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,26,25990,2018,Jeep
1853,2 Series,M240i,21102,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,21,30,45990,2019,BMW
1854,Civic,EX,27943,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,31,40,26990,2018,Honda
1855,IS,IS 300,25107,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,21,30,36590,2019,Lexus
1856,Titan Crew Cab,PRO-4X 5 1/2 ft,16365,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,15,21,52590,2020,Nissan
1857,Tacoma Double Cab,TRD Sport 6 ft,55467,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,19,24,34590,2016,Toyota
1858,F-PACE,25t Premium,33536,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22,27,39498,2018,Jaguar
1859,Wrangler,All New Sport,30579,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23,25,36990,2018,Jeep
1860,Tacoma Double Cab,PreRunner 5 ft,58191,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,19,24,29990,2014,Toyota
1861,C-Class,C 300,24436,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,23,34,37990,2019,Mercedes-Benz
1862,ES,ES 350,29594,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,22,33,37990,2019,Lexus
1863,Boxster,S,11937,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,21,30,59590,2013,Porsche
1864,Grand Cherokee,Limited,58258,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,17,25,26590,2015,Jeep
1865,RX,RX 350,36388,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,25,31990,2015,Lexus
1866,C-Class,C 450 AMG 4MATIC,73006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21,29,37988,2016,Mercedes-Benz
1867,RX,RX 350,19918,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,20,27,46990,2020,Lexus
1868,Atlas,SE,20034,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,17,24,35990,2019,Volkswagen
1869,Mercedes-AMG GLE Coupe,GLE 43,50957,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,17,23,57590,2017,Mercedes-Benz
1870,Accord,Touring,10071,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,22,32,38990,2021,Honda
1871,CX-5,Touring,29100,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,25,31,28988,2020,Mazda
1872,1500 Crew Cab,Laramie 5 1/2 ft,70700,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,15,22,40990,2019,Ram
1873,Accord,Sport,61787,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,29,35,25990,2018,Honda
1874,Explorer,XLT,51290,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,17,24,25498,2014,Ford
1875,Outback,2.5i,7166,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,32,31590,2019,Subaru
1876,Stelvio,Ti Sport,23948,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,22,28,37990,2019,Alfa
1877,Model 3,Long Range,33502,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,52590,2020,Tesla
1878,Colorado Extended Cab,LT 6 ft,43512,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,18,26,29990,2016,Chevrolet
1879,Impala,Premier,58661,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,19,28,26699,2019,Chevrolet
1880,1500 Quad Cab,Big Horn 6 1/3 ft,4667,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,15,22,42590,2021,Ram
1881,C-Class,C 300,30906,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,25,34,28590,2015,Mercedes-Benz
1882,BRZ,Limited,17367,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,21,29,31990,2020,Subaru
1883,Explorer,XLT,58369,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,16,22,30999,2018,Ford
1884,1500 Regular Cab,Sport 6 1/3 ft,14465,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,15,22,40990,2017,Ram
1885,G70,2.0T,9522,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,22,30,37990,2020,Genesis
1886,MDX,Technology Pkg,19098,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,20,27,45590,2020,Acura
1887,ES,ES 350,23126,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,21,31,28590,2013,Lexus
1888,Compass,Trailhawk,60930,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,26372,2019,Jeep
1889,Tahoe,LS,55564,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,16,23,43990,2018,Chevrolet
1890,Acadia,Denali,66073,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,18,25,32990,2017,GMC
1891,GLC,GLC 300,30555,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,22,27,37990,2019,Mercedes-Benz
1892,Tundra CrewMax,Limited 5 1/2 ft,20990,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,13,17,50990,2019,Toyota
1893,Sorento,LX,55819,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,19,26,27449,2020,Kia
1894,CX-5,Grand Select,43334,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,23,29,27990,2017,Mazda
1895,Expedition,XLT,67988,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,17,24,40990,2018,Ford
1896,Sorento,LX,55027,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,19,26,27740,2020,Kia
1897,CLA,CLA 250,40630,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,24,36,29590,2017,Mercedes-Benz
1898,Wrangler,Sport,80738,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17,21,25990,2013,Jeep
1899,Armada,Platinum,71294,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,13,18,41498,2017,Nissan
1900,Pilot,EX-L,36412,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19,27,35990,2019,Honda
1901,Grand Cherokee,Summit,51660,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,14,22,30590,2014,Jeep
1902,F150 Super Cab,XLT 6 1/2 ft,21245,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,19,26,31990,2016,Ford
1903,Town & Country,Anniversary Edition,55191,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,17,25,26990,2016,Chrysler
1904,Sorento,LX,57250,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,19,26,27449,2020,Kia
1905,Avalon,Limited,22668,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,21,31,26990,2015,Toyota
1906,Equinox,LS,11876,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,26,31,27990,2020,Chevrolet
1907,Grand Cherokee,Overland,31847,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,19,26,40498,2018,Jeep
1908,RDX,base,37317,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,20,28,28990,2017,Acura
1909,Wrangler Unlimited,Sport S,44294,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16,20,36990,2017,Jeep
1910,Stelvio,Ti,45036,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,22,28,31990,2018,Alfa
1911,Frontier King Cab,S 6 ft,29653,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,17,22,25590,2019,Nissan
1912,QX80,LUXE,41079,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,14,20,51990,2019,INFINITI
1913,NX,300,32972,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,22,28,33990,2019,Lexus
1914,Beetle,2.0T S,27600,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,26,33,33990,2019,Volkswagen
1915,Sierra 1500 Crew Cab,SLT 6 1/2 ft,47179,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,15,21,37990,2014,GMC
1916,Hardtop 2 Door,Cooper S,3749,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,35,33990,2020,MINI
1917,Model 3,Standard Range Plus,14393,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,45590,2019,Tesla
1918,1500 Quad Cab,Big Horn 6 1/3 ft,50201,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,15,22,32590,2017,Ram
1919,CX-5,Touring,22719,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,24,31,28990,2018,Mazda
1920,Civic,Sport,48771,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,26378,2019,Honda
1921,Frontier Crew Cab,SV 5 ft,28413,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,16,23,28990,2019,Nissan
1922,Explorer,XLT,62433,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,19,27,29990,2018,Ford
1923,Ranger SuperCrew,XL 5 ft,20773,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,26,33590,2020,Ford
1924,Sorento,LX,59891,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,26842,2020,Kia
1925,Pilot,Special Edition,15281,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,19,26,44990,2021,Honda
1926,MKC,Select,11233,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,20,27,33590,2019,Lincoln
1927,IS,IS 250,67044,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,21,30,26990,2015,Lexus
1928,Convertible,Cooper S,14959,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,25,33,35590,2019,MINI
1929,Edge,Titanium,69286,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,20,29,25990,2018,Ford
1930,Q3,Prestige,63369,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,20,28,28990,2017,Audi
1931,Telluride,S,15754,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,20,26,47590,2021,Kia
1932,Prius Prime,Plus,7957,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,55,53,28990,2017,Toyota
1933,Grand Caravan Passenger,SXT,35846,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,17,25,28590,2019,Dodge
1934,Sienna,LE,42341,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,18,25,25990,2014,Toyota
1935,Yukon,SLT,51404,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,16,23,53498,2018,GMC
1936,CR-V,EX-L,22074,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,28,34,31990,2019,Honda
1937,Silverado 1500 Crew Cab,LT 5 3/4 ft,50354,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,35990,2018,Chevrolet
1938,ATS,Luxury,23828,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,22,31,31990,2018,Cadillac
1939,Model 3,Standard Range Plus,10957,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,46590,2020,Tesla
1940,Pacifica,Limited,30273,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,18,28,41992,2019,Chrysler
1941,Terrain,SLT,58515,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,26,30,26140,2019,GMC
1942,RAV4 Hybrid,XSE,18276,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,41,38,44990,2021,Toyota
1943,GLA,GLA 250,9107,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,24,34,38990,2020,Mercedes-Benz
1944,XC40,T5 Momentum,20862,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,22,30,40990,2020,Volvo
1945,GR Supra,3.0 Premium,7483,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,22,30,57990,2021,Toyota
1946,MDX,SH-AWD,31092,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,19,26,39518,2019,Acura
1947,Explorer,XLT,33333,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,17,24,28990,2018,Ford
1948,Bronco Sport,Outer Banks,2965,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,25,28,44590,2021,Ford
1949,Prius Prime,Premium,91300,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,55,53,25990,2018,Toyota
1950,RX,RX 450h,73750,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,31,28,30590,2015,Lexus
1951,Tundra CrewMax,Limited 5 1/2 ft,25374,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,13,18,44990,2019,Toyota
1952,A4,Premium Plus,65344,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,24,34,29590,2018,Audi
1953,F150 SuperCrew Cab,XLT 5 1/2 ft,71125,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16,22,34990,2016,Ford
1954,XT5,base,38907,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,19,26,32990,2018,Cadillac
1955,Challenger,R/T Scat Pack,29036,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,14,23,38990,2016,Dodge
1956,CR-V,EX-L,7596,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,27,32,36990,2021,Honda
1957,Sienna,L,31492,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,19,27,32990,2017,Toyota
1958,RC,RC 350,24568,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,19,28,37590,2015,Lexus
1959,4Runner,Trail,96245,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,17,21,38590,2015,Toyota
1960,Pilot,EX-L w/Honda Sensing,56298,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,19,27,31990,2017,Honda
1961,Civic,Sport,11812,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,37,29990,2021,Honda
1962,Sienna,XLE,47740,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,18,25,30590,2014,Toyota
1963,Grand Cherokee,Limited,54910,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,21,28,34990,2019,Jeep
1964,4 Series,428i xDrive,33226,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,22,33,27590,2014,BMW
1965,Traverse,Premier,64494,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,15,22,29590,2017,Chevrolet
1966,7 Series,750Li,52959,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,16,25,38787,2015,BMW
1967,Tacoma Access Cab,SR 6 ft,26277,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,20,23,31590,2020,Toyota
1968,1500 Classic Regular Cab,Tradesman 8 ft,40122,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15,22,26990,2019,Ram
1969,Accord,Sport,15618,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,29,35,29996,2019,Honda
1970,Q70,3.7,63210,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,18,25,25590,2017,INFINITI
1971,Prius Prime,Plus,27420,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,55,53,27590,2018,Toyota
1972,CX-5,Touring,34300,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,25,31,27998,2019,Mazda
1973,CX-5,Touring,41190,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,24,31,27990,2018,Mazda
1974,BRZ,Limited,26014,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,21,29,29590,2018,Subaru
1975,CX-5,Touring,19305,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,25,31,31000,2019,Mazda
1976,Q5,45 TFSI Premium Plus,17697,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,22,28,49590,2020,Audi
1977,Mustang,EcoBoost Premium,19264,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,21,32,31590,2019,Ford
1978,XF,XF 3.5t R-Sport,47914,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,20,30,32498,2016,Jaguar
1979,Impreza,2.0i Limited,11239,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,28,37,26990,2018,Subaru
1980,RAV4,Limited,44173,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,22,29,28990,2016,Toyota
1981,RX,RX 350,11698,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,20,27,47590,2020,Lexus
1982,MX-5 Miata,Grand Touring,27090,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,27,34,26990,2016,Mazda
1983,CTS,2.0 Luxury,39551,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,21,29,34990,2018,Cadillac
1984,4Runner,Limited,58134,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,17,20,46498,2018,Toyota
1985,3 Series,320i,24787,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,35,29990,2018,BMW
1986,GLE,GLE 350,33628,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,18,23,41590,2018,Mercedes-Benz
1987,TITAN XD Crew Cab,Platinum Reserve 6 1/2 ft,40081,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,47498,2017,Nissan
1988,7 Series,750i,35849,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,17,26,49990,2017,BMW
1989,CX-5,Touring,26334,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,24,31,28590,2018,Mazda
1990,CLA,CLA 250,11955,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,35,42590,2020,Mercedes-Benz
1991,M2,base,58148,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,18,25,64498,2019,BMW
1992,Prius,XLE,49527,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,54,50,28990,2019,Toyota
1993,Q50,RED SPORT 400,34485,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,19,26,42990,2019,INFINITI
1994,5 Series,530i,31711,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,24,34,34990,2017,BMW
1995,Optima,LX,79865,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,23,34,16990,2015,Kia
1996,Wrangler,Sport,14170,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,17,21,33590,2015,Jeep
1997,Escalade,Luxury,67208,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,14,23,52990,2018,Cadillac
1998,ELR,base,23867,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,31990,2014,Cadillac
1999,Malibu,LT,57365,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,36,21590,2017,Chevrolet
2000,Rogue,SV,5323,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,26,34,33590,2021,Nissan
2001,Kicks,SR,6672,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,31,36,26990,2020,Nissan
2002,Sienna,XLE Premium,64106,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,19,27,31990,2017,Toyota
2003,Expedition,XLT,52007,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,17,24,43590,2018,Ford
2004,Renegade,Latitude,61581,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,21,29,21990,2017,Jeep
2005,Cherokee,Latitude Lux,2259,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,20,29,34990,2021,Jeep
2006,Sienna,XLE Premium,90064,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,18,25,26990,2016,Toyota
2007,GR Supra,3.0 Premium,3320,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,24,31,56590,2020,Toyota
2008,Frontier Crew Cab,SV 5 ft,26220,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,16,22,27990,2016,Nissan
2009,Equinox,LT,18775,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,25,30,28990,2019,Chevrolet
2010,Sorento,LX,24802,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,22,29,27990,2019,Kia
2011,Model 3,Long Range,4576,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,56990,2021,Tesla
2012,Colorado Crew Cab,ZR2 5 ft,69925,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,16,18,39500,2018,Chevrolet
2013,Challenger,SXT Plus,67600,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,19,30,26590,2016,Dodge
2014,Cayman,base,38441,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,22,31,46990,2014,Porsche
2015,Camry,LE,8829,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,28145,2019,Toyota
2016,Compass,Latitude,35335,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,22,31,25590,2019,Jeep
