,year_make,model,details,mileage,Bluetooth,Backup Camera,Infotainment,Screen,Navigation,Hands Free Calling,Heated Seats,Power Seat Controls,Rear Air Vents,Bed Liner,Tow Hitch,4-Cyl,3-Cyl,V6,V8,6-Cyl,city_mpg,highway_mpg,No Reported Accidents,price,url
15,2009 Cadillac,XLR,Platinum,"33,184 miles",1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,15 City,24 Hwy,1,"$38,990 ",https://www.carvana.com/vehicle/2174350
16,2009 BMW,Z4,35i,"27,944 miles",1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,17 City,24 Hwy,1,"$30,990 ",https://www.carvana.com/vehicle/2096372
17,2009 Dodge,Challenger,R/T,"19,926 miles",1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,16 City,25 Hwy,1,"$28,590 ",https://www.carvana.com/vehicle/2129011
18,2009 Toyota,Camry,base,"33,388 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21 City,31 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2000450
19,2009 Chevrolet,Corvette,base,"62,677 miles",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15 City,25 Hwy,1,"$32,590 ",https://www.carvana.com/vehicle/2104002
20,2009 Toyota,Tacoma Regular Cab,6 ft,"66,938 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20 City,26 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2135139
21,2009 Pontiac,Solstice,GXP,"46,162 miles",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19 City,27 Hwy,1,"$21,590 ",https://www.carvana.com/vehicle/2037960
22,2009 Mazda,MX-5 Miata,Grand Touring,"39,948 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21 City,28 Hwy,1,"$19,990 ",https://www.carvana.com/vehicle/2104686
23,2009 Mercedes-Benz,SL-Class,SL 550,"50,584 miles",1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,13 City,21 Hwy,1,"$33,990 ",https://www.carvana.com/vehicle/2066267
24,2009 Ford,Mustang,Shelby GT500,"13,250 miles",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14 City,20 Hwy,1,"$41,590 ",https://www.carvana.com/vehicle/2048040
25,2009 Dodge,Challenger,R/T,"19,926 miles",1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,16 City,25 Hwy,1,"$28,590 ",https://www.carvana.com/vehicle/2129011
26,2009 Chevrolet,Corvette,base,"49,505 miles",1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,15 City,25 Hwy,1,"$31,990 ",https://www.carvana.com/vehicle/2052155
27,2009 Toyota,Camry,LE,"52,141 miles",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,21 City,31 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2023471
28,2009 BMW,Z4,35i,"26,340 miles",1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,17 City,24 Hwy,1,"$29,990 ",https://www.carvana.com/vehicle/2122463
29,2009 Toyota,Venza,base,"83,590 miles",0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,19 City,26 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2094732
30,2009 Nissan,350Z,Touring,"15,210 miles",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17 City,23 Hwy,1,"$24,990 ",https://www.carvana.com/vehicle/2112023
31,2009 Chevrolet,Tahoe,LTZ,"98,757 miles",1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,14 City,20 Hwy,1,"$22,990 ",https://www.carvana.com/vehicle/2161699
32,2009 Honda,CR-V,EX,"59,264 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20 City,27 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2120057
33,2009 Mazda,MX-5 Miata,Grand Touring,"41,381 miles",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21 City,28 Hwy,1,"$19,990 ",https://www.carvana.com/vehicle/2168040
34,2009 Nissan,370Z,Touring,"25,136 miles",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$24,990 ",https://www.carvana.com/vehicle/2141439
35,2009 Lexus,ES,ES 350,"66,523 miles",1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,19 City,27 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2089922
36,2009 INFINITI,G,G37x,"80,867 miles",1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2125419
37,2009 Mazda,MX-5 Miata,Grand Touring,"38,844 miles",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,21 City,28 Hwy,1,"$18,990 ",https://www.carvana.com/vehicle/2073850
38,2009 INFINITI,G,G37 Journey,"64,563 miles",0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$18,990 ",https://www.carvana.com/vehicle/2147638
39,2009 MINI,Clubman,Cooper S,"86,521 miles",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26 City,34 Hwy,1,"$11,990 ",https://www.carvana.com/vehicle/2106054
40,2009 Mercedes-Benz,CLK-Class,CLK 550,"65,333 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15 City,22 Hwy,1,"$20,990 ",https://www.carvana.com/vehicle/2148761
41,2009 Volvo,C70,T5,"69,999 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18 City,26 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2142139
42,2009 Volvo,C70,T5,"92,139 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 City,26 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/2160195
43,2009 Mercedes-Benz,C-Class,C 300 Sport,"76,547 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$14,590 ",https://www.carvana.com/vehicle/2146970
44,2009 Toyota,Tacoma Regular Cab,6 ft,"69,999 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19 City,25 Hwy,1,"$17,590 ",https://www.carvana.com/vehicle/2179619
45,2009 BMW,3 Series,335i,"60,798 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17 City,26 Hwy,1,"$20,990 ",https://www.carvana.com/vehicle/2053668
46,2009 Mercedes-Benz,E-Class,E 350,"86,063 miles",1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,17 City,24 Hwy,1,"$16,590 ",https://www.carvana.com/vehicle/2096928
47,2009 Dodge,Challenger,SE,"92,894 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17 City,25 Hwy,1,"$17,590 ",https://www.carvana.com/vehicle/2138084
48,2009 Mercedes-Benz,CLS-Class,CLS 550,"51,312 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14 City,21 Hwy,1,"$20,990 ",https://www.carvana.com/vehicle/2171715
49,2009 Saturn,SKY,base,"63,963 miles",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19 City,25 Hwy,1,"$16,590 ",https://www.carvana.com/vehicle/2161773
50,2009 Mercedes-Benz,E-Class,E 350,"91,611 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17 City,24 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2084195
51,2009 Mercedes-Benz,C-Class,C 300 4MATIC Sport,"96,975 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17 City,25 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/2112775
52,2009 Mercedes-Benz,SL-Class,SL 63 AMG,"67,128 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12 City,19 Hwy,1,"$40,990 ",https://www.carvana.com/vehicle/2149276
53,2009 Mercedes-Benz,CLK-Class,CLK 350,"44,137 miles",1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,17 City,25 Hwy,1,"$20,590 ",https://www.carvana.com/vehicle/2021631
54,2009 Mercedes-Benz,CLK-Class,CLK 550,"44,386 miles",1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,15 City,21 Hwy,1,"$24,590 ",https://www.carvana.com/vehicle/2118192
55,2009 Ford,Mustang,Deluxe,"28,291 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17 City,26 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2177872
56,2009 Mercedes-Benz,SL-Class,SL 550,"47,757 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13 City,21 Hwy,1,"$35,990 ",https://www.carvana.com/vehicle/2149248
57,2009 BMW,Z4,35i,"64,989 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17 City,24 Hwy,1,"$26,590 ",https://www.carvana.com/vehicle/2145773
58,2009 Dodge,Ram 1500 Quad Cab,Laramie 6 1/4 ft,"68,788 miles",1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,13 City,18 Hwy,1,"$24,990 ",https://www.carvana.com/vehicle/2145344
59,2009 Mercedes-Benz,SL-Class,SL 550,"31,240 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13 City,21 Hwy,1,"$40,590 ",https://www.carvana.com/vehicle/2127301
60,2009 BMW,3 Series,328i xDrive,"55,142 miles",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,17 City,25 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2106997
61,2009 Ford,Mustang,GT Premium,"30,202 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15 City,23 Hwy,1,"$22,990 ",https://www.carvana.com/vehicle/2163181
62,2009 Chevrolet,Corvette,base,"63,547 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15 City,25 Hwy,1,"$31,990 ",https://www.carvana.com/vehicle/2149653
63,2009 Ford,Ranger Super Cab,Sport 6 ft,"83,630 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15 City,21 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2138833
64,2009 INFINITI,G,G37 Sport,"77,005 miles",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16 City,24 Hwy,1,"$20,990 ",https://www.carvana.com/vehicle/2146218
65,2009 Toyota,Tacoma Double Cab,PreRunner 5 ft,"84,605 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17 City,21 Hwy,1,"$23,990 ",https://www.carvana.com/vehicle/2115919
66,2009 Honda,Accord,LX-P,"74,213 miles",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,21 City,30 Hwy,1,"$14,590 ",https://www.carvana.com/vehicle/2169830
67,2009 MINI,Hardtop,Cooper S,"59,100 miles",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23 City,32 Hwy,1,"$13,590 ",https://www.carvana.com/vehicle/2138537
68,2009 INFINITI,G,G37x,"91,587 miles",1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2131437
69,2009 Toyota,Avalon,XLS,"71,268 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19 City,28 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2137513
70,2009 Toyota,Camry,base,"56,010 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21 City,31 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/2173366
71,2009 Toyota,Matrix,S Sport,"76,044 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"$13,990 ",https://www.carvana.com/vehicle/2131654
72,2009 Honda,Accord,EX-L,"85,429 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21 City,30 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/2101346
73,2009 Ford,Edge,SEL,"58,914 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17 City,24 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/2175212
74,2009 Toyota,Highlander,Limited,"105,064 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17 City,23 Hwy,1,"$18,590 ",https://www.carvana.com/vehicle/2133673
75,2009 Scion,xB,base,"60,116 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22 City,28 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/2157539
76,2009 INFINITI,M,M35,"82,828 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17 City,25 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/2153792
77,2009 Honda,CR-V,EX-L,"71,433 miles",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20 City,26 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2177434
78,2009 Toyota,Camry,LE,"53,291 miles",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,21 City,31 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/2123088
79,2009 Lincoln,MKS,base,"62,679 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16 City,23 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/1998327
80,2009 Scion,xB,base,"60,116 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22 City,28 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/2157539
81,2009 Audi,A4,2.0T,"41,971 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23 City,30 Hwy,1,"$16,590 ",https://www.carvana.com/vehicle/2040026
82,2009 Acura,TL,base,"99,519 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17 City,25 Hwy,1,"$15,590 ",https://www.carvana.com/vehicle/2164807
83,2009 Acura,RDX,base,"78,029 miles",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17 City,22 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2174232
84,2009 Ford,Ranger Super Cab,Sport 6 ft,"83,630 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15 City,21 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2138833
85,2009 Honda,Civic,LX,"69,287 miles",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25 City,36 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/2123889
86,2009 Chevrolet,Traverse,LT,"97,374 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16 City,23 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/2165947
87,2009 MINI,Hardtop,Cooper,"81,818 miles",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25 City,34 Hwy,1,"$11,590 ",https://www.carvana.com/vehicle/2154895
88,2009 Buick,LaCrosse,CX,"80,875 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17 City,28 Hwy,1,"$11,990 ",https://www.carvana.com/vehicle/2171729
89,2009 Acura,TSX,base,"57,730 miles",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,21 City,30 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2167710
90,2009 Acura,TL,base,"56,821 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2173447
91,2009 Scion,xB,base,"83,237 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22 City,28 Hwy,1,"$11,990 ",https://www.carvana.com/vehicle/2172547
92,2009 MINI,Hardtop,Cooper,"88,578 miles",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28 City,37 Hwy,1,"$11,590 ",https://www.carvana.com/vehicle/2177537
93,2009 Hyundai,Santa Fe,GLS,"97,359 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17 City,24 Hwy,1,"$12,990 ",https://www.carvana.com/vehicle/2104965
94,2009 Audi,S5,Quattro,"72,725 miles",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14 City,22 Hwy,1,"$23,990 ",https://www.carvana.com/vehicle/2178561
95,2009 Ford,Fusion,SE,"98,008 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$10,990 ",https://www.carvana.com/vehicle/2158452
96,2009 Buick,Lucerne,CX,"68,029 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17 City,26 Hwy,1,"$13,590 ",https://www.carvana.com/vehicle/2071571
97,2009 Hyundai,Elantra,GLS,"70,657 miles",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25 City,33 Hwy,1,"$10,990 ",https://www.carvana.com/vehicle/2121866
98,2009 Mercury,Grand Marquis,LS,"52,413 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/2178314
99,2009 Honda,CR-V,LX,"43,848 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20 City,27 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2149077
100,2009 Maserati,GranTurismo,base,"59,188 miles",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12 City,19 Hwy,1,"$33,990 ",https://www.carvana.com/vehicle/2171212
101,2009 Dodge,Caliber,R/T Sport,"63,440 miles",1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,23 City,29 Hwy,1,"$11,590 ",https://www.carvana.com/vehicle/2066250
102,2009 Nissan,370Z,Touring,"39,650 miles",1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$24,990 ",https://www.carvana.com/vehicle/2102818
103,2009 Toyota,Corolla,LE,"34,103 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27 City,35 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/2097548
104,2009 Nissan,370Z,Touring,"29,665 miles",1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$26,990 ",https://www.carvana.com/vehicle/2142429
105,2009 Nissan,370Z,Touring,"44,553 miles",1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$24,590 ",https://www.carvana.com/vehicle/2122636
106,2009 Lexus,RX,RX 350,"81,814 miles",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,18 City,23 Hwy,1,"$16,590 ",https://www.carvana.com/vehicle/1772617
107,2009 Porsche,911,Carrera S,"84,425 miles",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,18 City,25 Hwy,1,"$53,990 ",https://www.carvana.com/vehicle/2054528
108,2009 Honda,Accord,EX-L,"58,368 miles",0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,22 City,31 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2080493
109,2009 Ford,Mustang,GT Premium,"7,575 miles",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,15 City,22 Hwy,1,"$25,590 ",https://www.carvana.com/vehicle/2114690
110,2009 Jeep,Grand Cherokee,Laredo,"80,321 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14 City,19 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2159531
111,2009 Toyota,Avalon,Limited,"65,435 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19 City,28 Hwy,1,"$16,590 ",https://www.carvana.com/vehicle/1998078
112,2009 Honda,Accord,LX,"59,555 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21 City,30 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/2153925
113,2009 Kia,Rio,base,"57,100 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27 City,33 Hwy,1,"$12,590 ",https://www.carvana.com/vehicle/2088882
114,2009 Chevrolet,Equinox,LS,"24,716 miles",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17 City,24 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/2170233
115,2009 Hyundai,Accent,GLS,"31,737 miles",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26 City,35 Hwy,1,"$11,990 ",https://www.carvana.com/vehicle/2169631
116,2009 Lexus,IS,IS 250 Sport,"82,559 miles",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,21 City,29 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2137014
117,2009 INFINITI,FX,FX50,"89,727 miles",0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,14 City,20 Hwy,1,"$18,990 ",https://www.carvana.com/vehicle/2164480
118,2009 Mercedes-Benz,SLK-Class,SLK 300,"72,789 miles",1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,19 City,26 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2164420
119,2009 BMW,3 Series,335i,"66,984 miles",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,17 City,26 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/1945382
120,2009 BMW,3 Series,335i,"66,984 miles",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,17 City,26 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/1945382
121,2009 BMW,3 Series,328i,"70,963 miles",1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,18 City,28 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/1979522
122,2009 Ford,Escape,XLT,"52,850 miles",1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,19 City,25 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/2155336
123,2009 Toyota,Camry,Hybrid,"92,200 miles",1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,33 City,34 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/2126789
124,2009 Volkswagen,Jetta,S,"55,086 miles",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,21 City,30 Hwy,1,"$10,990 ",https://www.carvana.com/vehicle/2095393
125,2009 INFINITI,G,G37x,"80,108 miles",0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/1861603
126,2009 Mercedes-Benz,SLK-Class,SLK 300,"50,450 miles",1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,19 City,26 Hwy,1,"$19,990 ",https://www.carvana.com/vehicle/2139603
127,2009 Chevrolet,Corvette,base,"57,511 miles",1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,15 City,25 Hwy,1,"$31,990 ",https://www.carvana.com/vehicle/2104876
128,2009 Toyota,Avalon,Limited,"30,571 miles",1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,19 City,28 Hwy,1,"$18,590 ",https://www.carvana.com/vehicle/2078050
129,2009 Toyota,Sienna,CE,"90,965 miles",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17 City,23 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2118985
130,2009 Kia,Rio,LX,"64,974 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26 City,35 Hwy,1,"$10,590 ",https://www.carvana.com/vehicle/2158584
131,2009 Pontiac,Solstice,base,"69,036 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19 City,25 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2121724
132,2009 Cadillac,CTS,base,"86,275 miles",0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,17 City,26 Hwy,1,"$14,590 ",https://www.carvana.com/vehicle/2085577
133,2009 Dodge,Challenger,R/T,"45,207 miles",1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,16 City,25 Hwy,1,"$25,990 ",https://www.carvana.com/vehicle/2094451
134,2009 Toyota,Camry,base,"33,388 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21 City,31 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2000450
135,2009 Mercedes-Benz,C-Class,C 300 Luxury,"32,941 miles",1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$17,590 ",https://www.carvana.com/vehicle/2082156
