,year_make,model,details,mileage,Bluetooth,Backup Camera,Infotainment,Screen,Navigation,Hands Free Calling,Heated Seats,Power Seat Controls,Rear Air Vents,Bed Liner,Tow Hitch,4-Cyl,3-Cyl,V6,V8,6-Cyl,city_mpg,highway_mpg,No Reported Accidents,price,url
27,2010 Nissan,370Z,Touring,"65,792 miles",1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$23,990 ",https://www.carvana.com/vehicle/1997194
28,2010 Dodge,Challenger,SRT8,"42,200 miles",1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,13 City,19 Hwy,1,"$30,590 ",https://www.carvana.com/vehicle/2036668
29,2010 Ford,Taurus,Limited,"40,558 miles",1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,"$16,590 ",https://www.carvana.com/vehicle/2055732
30,2010 Toyota,Camry,LE,"72,123 miles",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,22 City,32 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2159969
31,2010 Mazda,MX-5 Miata,Grand Touring,"28,181 miles",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,21 City,28 Hwy,1,"$23,990 ",https://www.carvana.com/vehicle/2171688
32,2010 Lexus,IS,IS 250 Sport,"44,356 miles",1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,21 City,29 Hwy,1,"$24,990 ",https://www.carvana.com/vehicle/2076491
33,2010 Mazda,MX-5 Miata,Touring,"51,042 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21 City,28 Hwy,1,"$19,990 ",https://www.carvana.com/vehicle/2064719
34,2010 Chevrolet,Corvette,base,"87,700 miles",1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,15 City,25 Hwy,1,"$29,590 ",https://www.carvana.com/vehicle/2116143
35,2010 Hyundai,Tucson,GLS,"63,549 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22 City,30 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2074572
36,2010 Nissan,370Z,Touring,"13,450 miles",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$27,990 ",https://www.carvana.com/vehicle/2143632
37,2010 Ford,Mustang,Shelby GT500,"27,955 miles",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14 City,22 Hwy,1,"$42,590 ",https://www.carvana.com/vehicle/2038499
38,2010 Chevrolet,Camaro,SS,"10,025 miles",1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,16 City,25 Hwy,1,"$28,990 ",https://www.carvana.com/vehicle/2094344
39,2010 Chevrolet,Camaro,SS,"61,747 miles",1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$25,990 ",https://www.carvana.com/vehicle/2096341
40,2010 Chevrolet,Camaro,SS,"9,336 miles",1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$29,990 ",https://www.carvana.com/vehicle/2118290
41,2010 Audi,S6,Quattro Prestige,"73,449 miles",0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,14 City,19 Hwy,1,"$23,990 ",https://www.carvana.com/vehicle/2146086
42,2010 Mazda,MX-5 Miata,Grand Touring,"22,358 miles",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,21 City,28 Hwy,1,"$22,590 ",https://www.carvana.com/vehicle/2061799
43,2010 Toyota,RAV4,base,"94,806 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22 City,28 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2126252
44,2010 Chevrolet,Camaro,LT,"20,075 miles",1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,17 City,29 Hwy,1,"$21,990 ",https://www.carvana.com/vehicle/2177222
45,2010 Chevrolet,Corvette,base,"33,587 miles",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,16 City,26 Hwy,1,"$35,990 ",https://www.carvana.com/vehicle/2112327
46,2010 Dodge,Challenger,SRT8,"49,189 miles",0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,13 City,19 Hwy,1,"$30,990 ",https://www.carvana.com/vehicle/2028246
47,2010 Nissan,370Z,base,"35,020 miles",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19 City,26 Hwy,1,"$25,590 ",https://www.carvana.com/vehicle/2098413
48,2010 Nissan,370Z,Touring,"52,428 miles",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$24,990 ",https://www.carvana.com/vehicle/2146212
49,2010 Honda,Accord,LX-P,"59,824 miles",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,21 City,31 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2082681
50,2010 Toyota,RAV4,base,"84,560 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"$16,990 ",https://www.carvana.com/vehicle/2055025
51,2010 Audi,A4,2.0T Quattro Premium,"71,633 miles",1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,21 City,27 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2122310
52,2010 Ford,Mustang,Shelby GT500,"27,955 miles",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14 City,22 Hwy,1,"$42,590 ",https://www.carvana.com/vehicle/2038499
53,2010 Lexus,HS,HS 250h,"95,881 miles",1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,35 City,34 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2139142
54,2010 Ford,Mustang,Shelby GT500,"19,606 miles",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,14 City,22 Hwy,1,"$47,990 ",https://www.carvana.com/vehicle/2056701
55,2010 BMW,Z4,sDrive30i,"36,640 miles",1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,18 City,28 Hwy,1,"$27,590 ",https://www.carvana.com/vehicle/2135570
56,2010 Mazda,MX-5 Miata,Sport,"50,334 miles",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22 City,28 Hwy,1,"$18,990 ",https://www.carvana.com/vehicle/2161269
57,2010 Lexus,IS,IS 250 Sport,"51,641 miles",1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$22,990 ",https://www.carvana.com/vehicle/1960249
58,2010 Toyota,Prius,II,"81,840 miles",1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,51 City,48 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2113110
59,2010 Lexus,GS,GS 350,"72,355 miles",1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$20,990 ",https://www.carvana.com/vehicle/2127501
60,2010 Ford,Explorer Sport Trac,XLT Pickup,"80,045 miles",1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,14 City,20 Hwy,1,"$18,590 ",https://www.carvana.com/vehicle/2091637
61,2010 Chevrolet,Camaro,SS,"9,336 miles",1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$29,990 ",https://www.carvana.com/vehicle/2118290
62,2010 Lexus,HS,HS 250h,"95,881 miles",1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,35 City,34 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2139142
63,2010 Lexus,RX,RX 350,"83,918 miles",1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,18 City,24 Hwy,1,"$20,990 ",https://www.carvana.com/vehicle/2090026
64,2010 Ford,Mustang,GT Premium,"82,393 miles",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$20,990 ",https://www.carvana.com/vehicle/2086855
65,2010 Nissan,370Z,Touring,"80,019 miles",1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$21,990 ",https://www.carvana.com/vehicle/1931786
66,2010 Honda,Fit,Sport,"68,132 miles",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,27 City,33 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/2126298
67,2010 Toyota,Corolla,S,"89,768 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26 City,34 Hwy,1,"$13,990 ",https://www.carvana.com/vehicle/1668692
68,2010 Acura,TSX,base,"28,166 miles",1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,21 City,30 Hwy,1,"$19,590 ",https://www.carvana.com/vehicle/2092682
69,2010 Acura,TSX,base,"74,522 miles",1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,21 City,30 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2089760
70,2010 Lexus,ES,ES 350,"44,207 miles",1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,19 City,27 Hwy,1,"$20,590 ",https://www.carvana.com/vehicle/2071145
71,2010 Ford,Mustang,Premium,"39,827 miles",1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,16 City,24 Hwy,1,"$18,990 ",https://www.carvana.com/vehicle/2172750
72,2010 Ford,Mustang,Shelby GT500,"27,955 miles",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14 City,22 Hwy,1,"$42,590 ",https://www.carvana.com/vehicle/2038499
73,2010 Mazda,MX-5 Miata,Grand Touring,"36,650 miles",1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,21 City,28 Hwy,1,"$21,990 ",https://www.carvana.com/vehicle/2144431
74,2010 Toyota,Tacoma Access Cab,PreRunner 6 ft,"59,277 miles",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20 City,26 Hwy,1,"$22,990 ",https://www.carvana.com/vehicle/2054325
75,2010 Honda,CR-V,EX-L,"83,375 miles",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,21 City,27 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2132107
76,2010 Lexus,RX,RX 350,"96,305 miles",1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,18 City,24 Hwy,1,"$20,590 ",https://www.carvana.com/vehicle/2174442
77,2010 Buick,LaCrosse,CXL,"43,541 miles",1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,17 City,26 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2099665
78,2010 Nissan,370Z,Touring,"22,894 miles",1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$27,590 ",https://www.carvana.com/vehicle/2142993
79,2010 Cadillac,CTS,Sport,"54,620 miles",1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,18 City,27 Hwy,1,"$18,990 ",https://www.carvana.com/vehicle/2102561
80,2010 Nissan,370Z,Touring,"22,894 miles",1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$27,590 ",https://www.carvana.com/vehicle/2142993
81,2010 Lexus,RX,RX 350,"42,644 miles",1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,18 City,24 Hwy,1,"$23,990 ",https://www.carvana.com/vehicle/2159291
82,2010 Toyota,Camry,LE,"80,450 miles",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,22 City,32 Hwy,1,"$15,590 ",https://www.carvana.com/vehicle/2070937
83,2010 Chevrolet,Corvette,base,"21,526 miles",1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,15 City,25 Hwy,1,"$35,990 ",https://www.carvana.com/vehicle/2079618
84,2010 Toyota,Corolla,LE,"54,141 miles",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26 City,34 Hwy,1,"$16,590 ",https://www.carvana.com/vehicle/1903715
85,2010 Ford,Edge,SEL,"76,582 miles",1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/1888105
86,2010 Nissan,370Z,base,"39,704 miles",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$24,990 ",https://www.carvana.com/vehicle/1918319
87,2010 Ford,Taurus,SEL,"56,826 miles",1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,"$15,990 ",https://www.carvana.com/vehicle/2139247
88,2010 Toyota,Prius,III,"56,099 miles",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,51 City,48 Hwy,1,"$18,590 ",https://www.carvana.com/vehicle/2034417
89,2010 Toyota,Prius,III,"61,966 miles",1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,51 City,48 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2034415
90,2010 BMW,Z4,sDrive30i,"36,640 miles",1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,18 City,28 Hwy,1,"$27,590 ",https://www.carvana.com/vehicle/2135570
91,2010 Nissan,370Z,base,"4,791 miles",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$29,990 ",https://www.carvana.com/vehicle/2111411
92,2010 Nissan,370Z,base,"20,764 miles",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,19 City,26 Hwy,1,"$27,990 ",https://www.carvana.com/vehicle/2150272
93,2010 Toyota,Camry,LE,"74,781 miles",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,22 City,32 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2064937
94,2010 Chevrolet,Corvette,base,"30,522 miles",1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,15 City,25 Hwy,1,"$38,990 ",https://www.carvana.com/vehicle/2089417
95,2010 Chevrolet,Camaro,SS,"19,881 miles",0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$30,590 ",https://www.carvana.com/vehicle/2148891
96,2010 Ford,Mustang,Shelby GT500,"35,629 miles",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,14 City,22 Hwy,1,"$39,990 ",https://www.carvana.com/vehicle/2023990
97,2010 Mazda,MX-5 Miata,Touring,"29,845 miles",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21 City,28 Hwy,1,"$22,590 ",https://www.carvana.com/vehicle/1940599
98,2010 Toyota,Corolla,LE,"62,396 miles",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,26 City,34 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/2138722
99,2010 Jeep,Wrangler,Sport,"20,255 miles",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,15 City,19 Hwy,1,"$26,990 ",https://www.carvana.com/vehicle/2141642
100,2010 Mazda,MX-5 Miata,Touring,"29,845 miles",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21 City,28 Hwy,1,"$22,590 ",https://www.carvana.com/vehicle/1940599
101,2010 Nissan,Altima,2.5,"42,072 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23 City,32 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2041412
102,2010 Chevrolet,Camaro,SS,"9,011 miles",1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$29,990 ",https://www.carvana.com/vehicle/2088135
103,2010 Ford,Mustang,Shelby GT500,"28,882 miles",1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,14 City,22 Hwy,1,"$45,590 ",https://www.carvana.com/vehicle/2029193
104,2010 Toyota,Prius,II,"72,405 miles",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,51 City,48 Hwy,1,"$17,590 ",https://www.carvana.com/vehicle/2122592
105,2010 Hyundai,Sonata,SE,"72,448 miles",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,22 City,32 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/2050550
106,2010 Chevrolet,Corvette,Grand Sport,"17,219 miles",1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,15 City,25 Hwy,1,"$45,990 ",https://www.carvana.com/vehicle/2172260
107,2010 Honda,CR-V,EX-L,"78,896 miles",0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,21 City,27 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2168572
108,2010 Subaru,Forester,2.5X Premium,"86,241 miles",0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,20 City,26 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2150616
109,2010 Honda,CR-V,LX,"60,030 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21 City,27 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2143741
110,2010 Honda,CR-V,EX,"79,256 miles",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21 City,27 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2138914
111,2010 Ford,Fusion,SEL,"62,133 miles",1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"$14,590 ",https://www.carvana.com/vehicle/1968167
112,2010 Kia,Soul,+,"50,009 miles",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,24 City,30 Hwy,1,"$14,990 ",https://www.carvana.com/vehicle/2019191
113,2010 Audi,A5,2.0T Quattro Premium,"53,845 miles",1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,20 City,26 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/1805378
114,2010 Chevrolet,Camaro,SS,"77,085 miles",1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$23,590 ",https://www.carvana.com/vehicle/1908512
115,2010 Mercedes-Benz,GLK-Class,GLK 350,"95,168 miles",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16 City,22 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2130280
116,2010 Chevrolet,Camaro,SS,"67,956 miles",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,16 City,25 Hwy,1,"$23,990 ",https://www.carvana.com/vehicle/2023435
117,2010 Dodge,Challenger,SE,"17,307 miles",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,17 City,25 Hwy,1,"$21,590 ",https://www.carvana.com/vehicle/2074620
118,2010 Jaguar,XK,XK,"25,335 miles",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$28,990 ",https://www.carvana.com/vehicle/2077054
119,2010 Ford,Mustang,GT Premium,"54,606 miles",1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$23,990 ",https://www.carvana.com/vehicle/2132478
120,2010 Jaguar,XK,XK,"25,335 miles",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$28,990 ",https://www.carvana.com/vehicle/2077054
121,2010 Ford,Mustang,Premium,"77,546 miles",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16 City,24 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/1938210
122,2010 Lexus,IS,IS 350 Sport,"49,431 miles",1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,18 City,25 Hwy,1,"$26,590 ",https://www.carvana.com/vehicle/2084694
123,2010 Mercedes-Benz,C-Class,C 300 Sport,"72,358 miles",1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$16,990 ",https://www.carvana.com/vehicle/2093178
124,2010 Mercedes-Benz,C-Class,C 300 Luxury,"53,042 miles",1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2142943
125,2010 Mazda,MX-5 Miata,Grand Touring,"63,315 miles",1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,21 City,28 Hwy,1,"$19,590 ",https://www.carvana.com/vehicle/2024445
126,2010 Lexus,IS,IS 250 Sport,"96,576 miles",1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,21 City,29 Hwy,1,"$20,990 ",https://www.carvana.com/vehicle/1843795
127,2010 Chevrolet,Camaro,SS,"40,859 miles",1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$25,990 ",https://www.carvana.com/vehicle/2049350
128,2010 Lexus,IS,IS 250 Sport,"24,378 miles",1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,21 City,29 Hwy,1,"$28,990 ",https://www.carvana.com/vehicle/2167229
129,2010 Cadillac,SRX,base,"64,620 miles",1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,"$16,990 ",https://www.carvana.com/vehicle/1781901
130,2010 Chevrolet,Camaro,SS,"34,532 miles",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$27,590 ",https://www.carvana.com/vehicle/2048978
131,2010 Mercedes-Benz,E-Class,E 350,"66,057 miles",0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,18 City,26 Hwy,1,"$18,990 ",https://www.carvana.com/vehicle/2139435
132,2010 Lexus,ES,ES 350,"76,578 miles",1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,19 City,27 Hwy,1,"$17,990 ",https://www.carvana.com/vehicle/2070345
133,2010 Ford,Mustang,GT Premium,"51,250 miles",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,17 City,23 Hwy,1,"$22,990 ",https://www.carvana.com/vehicle/1892247
134,2010 Honda,Accord,LX,"69,098 miles",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,21 City,31 Hwy,1,"$15,990 ",https://www.carvana.com/vehicle/2058581
135,2010 Chevrolet,Camaro,SS,"16,020 miles",1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,16 City,25 Hwy,1,"$29,590 ",https://www.carvana.com/vehicle/2013211
136,2010 Chevrolet,Camaro,SS,"26,107 miles",1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,16 City,24 Hwy,1,"$29,590 ",https://www.carvana.com/vehicle/2088904
137,2010 Mercedes-Benz,E-Class,E 350 4MATIC,"47,623 miles",1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,17 City,24 Hwy,1,"$19,990 ",https://www.carvana.com/vehicle/2067572
